"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="6278","台表科","市","04/03","","110","-0.5","-0.45","2,101","231","110.5","109.5","111","108.5","2.26","12.8","1.62","    ","    ","    ","    ","    "
="6282","康舒","市","04/03","","38.85","-0.25","-0.64","2,931","114","39.1","39.1","39.1","38.8","0.77","555","1.45","    ","    ","    ","    ","    "
="6285","啟碁","市","04/03","","157.5","0","0","2,550","399","157.5","155.5","157.5","154.5","1.9","17.5","2.5","    ","    ","    ","    ","    "
="6414","樺漢","市","04/03","","336","-9.5","-2.75","5,521","1,865","345.5","342.5","344","334","2.89","17.7","2.03","    ","    ","    ","    ","    "
="6443","元晶","市","04/03","","28.1","-0.65","-2.26","6,091","172","28.75","28.65","28.65","28.05","2.09","26.3","1.88","    ","    ","    ","    ","    "
="6669","緯穎","市","04/03","","2460","+220","+9.82","3,630","8,645","2240","2240","2460","2225","10.5","35.7","10.2","    ","    ","    ","    ","    "
="6770","力積電","市","04/03","","25.4","-0.5","-1.93","12,072","308","25.9","25.7","25.75","25.4","1.35","","1.11","    ","    ","    ","    ","    "
="8039","台虹","市","04/03","","46.8","+0.2","+0.43","505","23.6","46.6","46.45","46.85","46.35","1.07","23.2","1.23","    ","    ","    ","    ","    "
="8046","南電","市","04/03","","209","+1","+0.48","2,428","508","208","207","211","206.5","2.16","23.2","2.82","    ","    ","    ","    ","    "
="8150","南茂","市","04/03","","49.25","0","0","3,650","179","49.25","49.1","49.6","48.6","2.03","18.9","1.44","    ","    ","    ","    ","    "
="8163","達方","市","04/03","","63.6","+0.6","+0.95","2,749","175","63","63.4","64.3","63","2.06","10.8","1.45","    ","    ","    ","    ","    "
="8454","富邦媒","市","04/03","","386","-3","-0.77","548","211","389","392","392","382","2.57","25.6","9.19","    ","    ","    ","    ","    "
="9904","寶成","市","04/03","","35.05","-1.1","-3.04","14,220","501","36.15","35.9","36","34.8","3.32","9.71","0.82","    ","    ","    ","    ","    "
="9914","美利達","市","04/03","","206","-1","-0.48","739","151","207","206","206.5","203","1.69","36.4","3","    ","    ","    ","    ","    "
="9938","百和","市","04/03","","56.4","-0.3","-0.53","224","12.6","56.7","57.2","57.2","56.2","1.76","28.9","1.45","    ","    ","    ","    ","    "
="9939","宏全","市","04/03","","146.5","-1","-0.68","324","47.4","147.5","147.5","147.5","145.5","1.36","17","2.69","    ","    ","    ","    ","    "
="9945","潤泰新","市","04/03","","34.65","-0.4","-1.14","4,740","165","35.05","35.05","35.05","34.65","1.14","13.1","1.04","    ","    ","    ","    ","    "
="9958","世紀鋼","市","04/03","","216","+3.5","+1.65","4,856","1,041","212.5","213.5","219","210","4.24","48.4","5.75","    ","    ","    ","    ","    "
